cumulative_pod_deposit_amt,cumulative_num_pods,age_of_account,num_friends,num_pods_created,network_size,num_peer_review_positive,num_peer_review_negative,reputation_score
35,4,6,3,2,12,2,1,6
5021,22,12,12,2,62,43,18,5
50,1,4,2,1,7,4,2,10
425,5,8,6,1,22,17,8,6
376,8,3,6,2,25,13,4,8
2396,11,3,7,2,29,15,6,1
46,1,4,6,0,4,5,1,7
570,3,9,7,5,24,20,3,6
230,2,8,4,0,17,9,3,8
71,5,11,7,2,15,20,1,3
546,6,13,5,2,28,36,8,9
62,1,8,7,3,5,7,3,6
3522,18,11,12,2,47,51,6,5
77,1,2,3,0,5,2,1,7
172,3,10,3,0,12,14,16,8
1901,13,10,14,2,41,22,4,7
1140,3,7,5,2,9,6,10,5
202,1,6,5,1,8,6,2,6
3021,19,9,29,5,47,32,20,3
2547,15,10,7,7,47,31,4,4
64,2,6,4,5,15,16,1,4
79,1,3,5,4,8,7,1,10
2398,9,6,4,3,32,21,4,5
9899,18,5,9,4,52,35,5,6
10465,22,11,18,3,57,55,8,2
604,6,8,7,3,18,18,9,6
517,11,8,5,3,40,13,3,9
2231,3,4,5,2,21,17,10,5
0,0,3,1,1,1,1,1,9
3686,13,4,9,0,41,42,1,7
96,4,10,11,2,19,18,6,1
36,2,9,11,5,14,7,9,7
75,2,7,8,1,18,7,18,7
10,1,4,4,6,8,6,1,2
2597,10,6,8,0,27,38,6,4
4498,16,9,19,2,46,56,4,7
88,3,4,1,3,12,6,1,4
626,2,11,8,3,12,28,3,7
74,2,9,10,6,12,8,1,4
5197,11,10,8,6,33,24,8,4
78,0,4,7,1,3,8,2,3
6347,24,7,9,3,57,46,12,8
28,3,7,1,1,10,10,1,4
47,1,2,8,0,7,3,4,2
166,6,4,7,5,12,9,1,3
50,6,8,6,0,14,30,1,1
182,8,7,3,8,23,7,1,4
1454,6,8,4,0,29,24,4,1
594,1,5,6,1,8,17,1,4
8467,23,13,12,3,58,48,7,5
3572,15,8,4,0,42,22,4,7
189,2,5,7,6,7,5,2,3
604,7,12,11,5,24,24,8,3
194,1,8,7,2,7,20,3,4
2570,19,11,14,2,50,43,3,9
5937,15,13,10,3,56,50,18,5
8892,24,7,20,2,51,46,9,3
32,1,7,7,8,7,18,2,6
3203,13,11,12,2,45,32,12,9
158,0,6,1,7,4,13,1,4
10,0,8,2,0,4,0,8,9
97,3,5,2,4,13,3,1,7
543,9,8,12,4,31,19,8,4
509,6,9,9,0,24,29,3,1
299,3,5,4,4,16,10,2,6
3632,22,12,10,3,56,37,15,5
2430,8,7,14,2,25,47,1,1
138,2,10,11,3,9,8,4,4
3472,9,10,13,6,28,19,5,4
1427,18,12,12,3,34,34,4,1
3449,13,6,7,1,25,37,1,6
0,0,2,2,0,0,0,1,6
585,5,5,9,0,13,9,2,6
10407,26,11,19,6,62,54,16,8
423,3,5,1,4,17,25,3,8
1868,16,8,6,3,44,9,6,9
482,8,6,10,3,23,15,2,8
2202,7,8,9,0,19,24,3,6
1510,12,8,6,6,37,39,1,1
7815,11,8,7,2,31,27,9,8
4409,14,5,2,2,40,26,2,6
927,2,4,3,1,23,9,8,4
5553,16,5,13,0,46,31,16,6
1122,7,8,7,0,22,14,3,3
2194,17,5,5,4,42,26,8,7
110,0,2,1,0,4,3,1,4
136,2,7,3,1,11,16,5,8
207,2,5,2,1,4,5,2,1
12306,28,14,16,3,67,53,10,8
3193,14,11,16,2,43,39,3,4
534,6,6,10,4,12,12,7,5
1813,4,6,6,1,22,23,3,6
8746,23,11,21,7,63,48,19,8
2020,13,10,11,2,33,36,14,3
4439,9,11,17,3,21,41,4,1
726,2,7,4,1,6,8,4,4
155,2,5,1,1,5,6,1,4
8674,25,9,2,1,59,48,1,7
365,1,4,7,4,6,10,1,6
74,1,4,4,0,11,5,3,3
1613,14,8,9,7,27,26,2,6
732,7,8,7,3,24,16,3,6
1300,14,11,16,3,30,39,1,6
797,5,10,7,2,15,28,1,6
344,3,4,3,1,15,4,1,4
7854,18,7,5,8,47,38,6,4
309,6,8,3,8,20,16,1,7
7794,17,13,10,0,49,41,10,9
6848,22,9,3,4,49,38,10,7
5274,11,9,7,0,44,48,2,6
7103,6,9,7,3,19,36,1,6
856,9,9,9,3,26,42,2,8
486,2,8,5,4,14,13,1,2
11200,27,12,9,10,60,46,16,4
2155,7,7,8,0,28,29,2,4
2229,13,7,4,6,39,31,2,9
1548,7,11,10,7,15,15,3,1
5,1,6,6,6,5,3,2,7
1178,6,4,5,2,21,10,2,4
12396,27,11,21,8,67,52,17,5
9309,18,7,13,3,43,31,7,8
12517,27,14,23,3,64,58,23,6
20,2,9,2,1,7,16,1,5
10158,26,11,10,3,63,51,10,9
944,16,7,15,2,34,20,5,8
0,0,1,1,0,0,0,1,8
3576,16,9,4,3,50,30,13,4
74,0,3,6,6,3,2,2,2
0,0,1,0,1,0,0,1,3
4415,18,9,18,2,46,38,17,2
69,1,7,2,3,9,12,1,2
869,6,10,8,3,21,22,15,2
1470,7,11,6,2,33,22,7,5
1532,4,6,4,5,21,15,2,6
11428,26,12,16,4,63,57,15,5
463,7,8,11,0,26,22,6,6
74,1,8,4,7,4,10,2,5
273,2,5,2,1,7,4,12,6
3544,16,12,13,7,45,39,15,7
26,1,4,2,2,3,5,1,8
4597,22,9,14,1,52,45,6,6
64,3,10,12,3,21,31,1,7
3718,10,11,6,0,38,30,12,7
474,1,4,2,2,5,4,5,5
5140,16,9,17,0,46,39,2,6
961,1,5,4,4,13,15,1,3
0,0,6,5,8,1,1,1,4
191,6,11,16,3,27,14,7,6
3092,5,4,3,6,26,18,8,9
5890,16,7,8,1,47,34,14,3
14,0,2,2,0,4,2,1,9
1081,6,8,7,7,18,16,2,6
2746,3,10,11,3,18,21,24,5
102,3,4,10,4,11,19,1,1
70,1,4,2,7,5,3,1,4
81,1,5,4,1,7,6,1,8
464,6,11,10,1,14,23,3,6
1532,10,11,15,6,27,31,8,10
2459,7,7,9,0,21,28,8,6
1806,9,6,14,3,38,33,1,4
223,2,6,6,6,16,8,2,4
4851,20,11,15,7,53,47,1,2
1550,8,10,3,2,38,23,5,4
526,3,5,10,0,14,5,2,4
1644,13,5,13,0,39,29,15,6
407,6,10,6,0,17,13,6,8
6621,17,8,9,2,55,49,7,3
2303,10,9,9,8,23,17,1,4
3998,16,5,1,0,35,6,6,4
21,0,5,7,0,6,5,1,4
6982,22,9,8,2,50,37,10,9
11569,26,8,19,7,62,56,2,8
1,1,3,1,1,3,1,2,2
3052,10,10,16,3,32,43,4,7
3406,15,7,5,1,41,23,10,6
1094,2,7,6,5,10,6,13,7
6961,24,10,8,7,64,42,12,3
1,1,7,2,0,6,2,1,5
1519,8,12,9,0,25,20,14,4
6446,22,8,11,0,45,47,2,8
14868,28,12,29,3,64,59,23,3
9682,23,11,13,8,63,59,17,7
802,4,7,4,3,12,12,1,4
2065,13,9,14,0,37,38,4,8
382,7,8,6,0,20,15,1,1
15000,29,12,9,2,68,60,21,2
469,3,2,5,0,10,3,6,6
116,4,6,4,5,16,5,1,8
823,7,4,5,3,27,9,1,7
541,6,5,9,6,17,10,3,7
6389,16,8,6,5,48,32,7,6
71,1,5,5,4,5,10,1,6
232,3,4,7,0,5,16,1,4
934,8,6,6,0,34,31,1,6
4402,14,9,13,1,37,49,1,7
12402,26,10,8,2,65,43,8,5
2708,2,9,6,6,14,42,4,2
7867,19,12,16,5,48,58,1,6
1807,7,7,5,2,14,26,3,9
1277,6,9,10,3,24,33,15,5
1587,10,6,8,2,31,7,18,8
4102,18,14,10,7,36,44,3,3
224,2,7,1,4,17,14,4,6
1305,10,5,7,4,23,21,1,4
514,2,7,11,2,9,17,3,8
468,3,7,10,5,11,35,2,8
786,1,3,2,1,9,15,1,1
3444,14,6,11,10,38,28,7,6
733,3,7,5,6,6,6,1,8
5176,15,11,16,5,44,21,8,4
107,1,5,4,4,8,16,2,8
84,1,6,3,1,8,11,1,8
3276,14,5,4,0,37,22,1,3
1389,4,4,10,0,12,19,1,6
1970,11,9,14,0,34,18,3,4
7053,20,12,11,7,48,53,20,6
807,4,9,5,0,20,9,29,9
1860,10,4,11,4,35,18,2,6
214,2,11,8,0,11,11,8,6
8873,24,10,9,3,56,32,22,8
2757,13,7,6,7,37,41,1,8
1463,3,9,13,1,17,18,9,6
6889,22,6,8,5,44,24,1,6
621,6,5,6,0,16,6,1,8
5195,8,10,13,8,21,47,1,5
55,0,2,8,0,3,4,3,6
968,2,5,3,2,16,13,1,7
5,0,3,2,4,2,0,1,3
7686,15,7,7,1,41,33,3,5
854,5,5,9,2,28,20,1,7
2,0,3,3,1,2,1,4,2
388,1,7,1,2,8,10,15,9
157,4,5,6,0,15,16,1,4
57,2,5,3,7,7,1,1,3
4578,20,9,12,8,60,43,4,4
7976,23,10,11,0,53,52,11,9
137,2,3,2,4,17,6,2,9
1194,3,4,4,6,13,17,3,3
10461,20,9,13,2,52,53,5,8
124,2,8,5,3,14,6,1,2
7,2,3,3,1,14,1,1,3
273,1,6,6,3,16,15,1,7
3528,11,10,9,5,40,29,2,8
4910,17,5,3,4,53,39,4,8
3966,16,7,13,7,41,41,10,4
10,0,3,1,0,1,0,1,6
2330,21,12,21,6,57,37,5,8
843,8,11,13,3,20,28,3,3
4232,13,11,10,3,40,46,8,8
431,4,4,8,0,14,7,1,4
2775,13,11,15,3,35,36,16,2
375,4,11,5,3,17,26,2,10
6434,13,9,11,2,39,45,21,8
131,1,7,4,2,5,7,2,8
849,5,6,3,3,15,9,4,6
1671,10,6,8,3,33,24,6,8
2116,16,8,7,0,38,13,22,5
8290,24,7,22,0,63,50,16,2
133,1,9,11,8,3,13,1,4
2510,7,5,3,1,16,17,1,4
0,0,1,0,1,1,0,1,4
6892,17,13,13,3,51,41,14,8
2950,10,5,9,5,28,15,2,8
1395,2,6,5,3,8,13,2,6
2059,6,7,12,2,20,40,1,3
15,0,4,4,2,4,0,5,5
2822,11,9,14,0,39,45,2,4
1090,17,9,11,10,38,37,3,4
2638,11,9,12,2,19,32,10,6
4914,22,9,18,3,54,44,5,6
2871,14,7,5,3,47,18,4,8
910,4,9,1,0,13,12,1,6
2159,6,8,5,0,29,31,2,4
1468,12,5,2,1,34,9,2,7
4613,16,10,6,7,43,31,1,9
663,4,9,9,2,16,13,2,9
113,3,4,5,6,11,5,3,6
112,2,6,14,5,7,17,5,9
2961,17,9,11,3,45,36,3,6
3634,12,8,11,5,40,34,3,3
677,4,9,19,8,16,21,3,2
2957,15,6,12,2,44,15,3,8
3227,7,12,20,2,28,53,11,5
3236,8,6,8,4,33,29,4,4
147,5,4,0,1,16,3,4,4
5159,14,9,9,3,38,42,4,8
607,9,6,10,0,31,6,5,6
12704,25,12,26,7,63,55,21,6
6435,19,12,20,6,44,33,11,8
700,6,8,14,3,15,9,1,4
1865,14,12,20,5,34,25,23,8
161,4,5,2,2,13,14,1,3
77,1,6,11,0,6,6,1,8
1045,5,6,9,4,21,15,3,6
158,3,6,7,1,20,10,2,8
5308,7,12,21,2,24,32,12,5
388,4,6,7,0,12,4,4,8
836,3,8,7,3,16,19,1,7
2833,17,8,11,5,53,42,7,5
651,3,7,4,0,12,19,1,6
225,2,6,5,2,10,9,1,4
2377,9,3,4,6,30,14,4,4
6634,21,14,10,6,48,31,6,4
97,2,4,3,4,10,2,3,9
119,6,9,12,0,26,22,4,3
62,1,4,7,2,3,4,1,10
1915,9,5,5,1,26,18,2,7
3751,13,6,8,0,39,26,5,6
3323,9,7,4,5,34,33,18,4
3191,10,8,8,2,31,27,4,6
1890,7,11,6,0,33,23,11,3
1501,8,6,9,6,22,8,4,3
11,0,3,2,1,2,2,1,4
360,4,6,11,2,12,13,4,6
113,4,9,12,3,23,15,1,7
44,4,4,4,1,15,16,2,6
620,8,7,7,2,30,9,19,9
3269,7,10,10,4,36,40,5,7
82,2,5,1,2,11,5,3,8
37,1,4,3,1,9,15,2,5
4810,17,10,11,0,35,41,11,1
6744,23,9,9,6,57,48,10,6
3537,26,11,16,1,62,53,2,7
6356,19,9,17,3,52,48,6,6
0,1,9,3,2,6,2,1,1
2998,15,10,9,4,39,28,7,9
1963,11,9,2,2,37,25,5,7
2,0,5,12,4,1,3,1,8
1318,9,7,5,5,27,16,4,7
1087,12,5,1,0,30,22,1,6
2148,8,8,11,7,26,33,1,8
8997,27,10,9,6,55,31,15,9
409,5,5,7,2,16,16,3,9
5115,17,12,5,2,37,31,5,7
54,2,3,2,1,11,2,1,2
7593,24,7,13,1,56,30,11,4
1094,4,9,5,4,16,5,17,9
1243,5,9,6,2,26,25,5,6
12702,27,11,11,0,68,58,16,9
335,1,5,2,0,12,5,6,5
7614,10,8,6,2,42,44,16,7
2,1,5,5,5,5,2,1,4
7083,16,9,6,8,31,30,7,4
54,2,7,5,1,8,10,4,2
810,8,9,9,4,26,10,8,9
472,3,5,2,8,7,15,2,3
710,4,9,16,2,20,27,10,4
336,4,6,3,2,16,4,1,7
9651,21,11,11,3,59,38,28,6
3271,13,8,12,2,37,28,4,3
8149,19,11,12,7,35,47,7,8
11,0,2,2,1,2,1,1,7
10259,27,10,18,4,67,58,13,4
259,2,5,4,4,15,2,1,5
3193,14,11,14,5,47,46,2,8
443,10,7,6,2,27,13,1,1
1,0,6,5,7,1,2,2,4
6845,22,7,14,3,54,29,6,6
280,5,4,8,8,22,8,1,7
9,0,4,2,1,1,2,1,6
318,1,4,8,0,5,14,1,6
23,3,4,3,1,10,0,5,6
1852,14,8,6,0,32,30,1,5
902,8,11,18,2,23,30,3,3
3120,8,6,9,1,25,25,22,2
2,0,3,1,1,2,0,4,9
1371,1,8,4,3,8,22,1,9
5284,14,12,12,6,43,30,17,5
5868,15,10,18,3,50,48,28,6
4073,21,12,8,0,48,33,20,4
4344,22,8,19,2,44,39,2,6
1085,15,6,7,0,37,31,2,4
1063,2,7,3,0,12,26,1,9
490,3,6,6,5,17,11,4,3
764,2,3,4,4,18,11,1,8
474,5,5,6,0,10,9,2,8
188,6,6,3,0,20,1,2,5
1228,1,7,2,2,10,28,2,7
545,2,9,7,7,7,12,1,8
0,0,3,3,1,0,0,1,2
1672,11,8,8,2,31,28,13,6
6965,13,10,5,2,41,44,1,6
5579,20,9,7,3,55,47,4,6
4649,10,7,10,2,34,25,8,8
4,0,7,3,0,6,3,1,7
297,5,6,3,4,18,14,1,9
13868,26,4,9,8,56,49,2,8
26,2,6,6,1,10,11,1,5
6272,14,9,7,0,39,29,2,4
1010,5,3,5,1,23,6,2,8
19,0,4,3,2,1,3,2,3
4598,13,10,9,3,36,31,19,10
296,4,5,1,1,25,8,6,1
3,0,4,1,1,1,1,1,8
240,1,7,7,1,6,9,13,6
3086,4,9,7,7,25,37,4,7
486,2,9,8,2,14,21,6,9
952,7,5,5,0,29,27,4,1
92,4,8,4,8,9,5,1,7
4722,12,7,16,8,36,34,1,4
584,3,6,3,0,9,17,1,8
617,2,5,4,0,10,4,23,8
0,0,4,1,0,1,1,1,8
263,12,10,5,0,37,27,1,8
4896,13,10,9,8,33,26,6,9
4663,17,10,12,4,45,33,2,7
880,1,7,5,5,10,8,3,1
4,0,5,0,0,1,1,1,2
1140,10,6,6,0,25,27,2,5
727,4,5,5,0,17,9,1,4
460,8,9,15,1,26,15,8,8
110,1,5,0,1,6,11,3,8
120,1,7,6,0,4,15,1,8
256,1,4,2,4,7,3,1,9
6829,26,10,10,2,57,50,12,5
956,6,9,5,4,21,17,1,9
3292,11,11,9,0,31,23,10,8
3962,16,10,8,0,33,16,9,6
0,0,1,0,0,0,0,1,7
3274,11,10,11,0,40,24,13,4
9876,25,11,13,5,62,56,17,9
1055,5,7,2,2,13,3,1,8
1370,7,6,2,1,28,25,21,6
476,2,8,9,0,9,18,13,8
6138,26,7,7,5,62,45,18,8
1,0,1,2,1,2,1,1,5
2825,17,12,19,5,50,39,15,7
104,4,6,9,0,18,5,3,6
385,4,4,5,3,18,16,1,9
14429,30,13,20,7,67,60,4,6
521,1,5,1,1,7,26,4,1
1709,7,7,12,5,23,30,2,1
7873,24,13,10,7,56,42,17,6
3696,5,5,4,2,22,21,1,4
2571,10,7,2,4,34,34,12,1
404,2,5,9,1,13,7,3,6
6732,18,11,19,2,58,48,18,1
7183,19,9,23,3,37,29,2,6
2783,23,14,23,5,48,31,17,2
4710,14,11,5,3,41,34,9,8
732,9,9,13,2,27,21,2,9
101,1,6,3,1,5,3,2,4
235,2,7,10,6,9,15,19,3
14184,27,8,11,0,68,54,13,6
7528,12,8,12,0,38,41,4,5
8973,22,10,12,2,45,38,8,1
2353,5,5,3,4,10,18,1,8
2155,5,5,7,0,15,18,8,3
15,1,2,6,0,8,4,1,4
2328,6,6,5,3,20,22,3,6
684,9,11,6,7,35,29,8,6
20,2,6,4,1,13,2,8,6
1068,11,9,7,3,32,20,4,7
6945,17,12,15,7,54,47,12,5
542,3,8,6,0,9,19,1,3
67,2,4,5,1,8,3,2,7
9992,28,14,6,3,62,48,9,1
5079,14,9,6,3,40,44,7,6
3956,13,7,18,1,42,33,12,6
128,1,5,4,1,8,4,7,4
2607,9,8,4,0,41,32,3,5
1961,8,10,14,2,23,28,3,6
5624,20,8,6,4,48,20,2,1
640,6,6,2,2,13,11,5,3
6016,23,14,21,7,48,39,7,8
1354,7,9,6,2,17,25,1,6
0,0,1,2,1,0,0,1,5
3523,13,8,3,4,32,36,16,4
2298,15,9,8,2,40,18,7,3
29,0,4,4,1,1,3,8,8
10867,18,8,16,1,51,47,29,6
8912,23,9,8,0,46,31,14,6
1234,6,8,15,4,29,32,4,6
87,2,4,2,10,5,2,2,7
395,1,4,4,1,5,18,1,9
8027,25,8,11,4,56,34,5,6
270,6,7,5,0,22,9,6,1
380,5,4,2,1,19,10,1,4
14,1,5,6,2,4,10,1,5
0,0,2,0,1,1,1,1,2
492,9,5,5,6,29,23,1,8
14583,28,15,10,4,68,60,30,7
215,3,3,2,2,14,14,2,7
1851,6,11,10,5,23,25,4,1
101,1,3,4,0,10,4,2,7
4703,21,12,24,0,45,56,11,8
11,0,3,1,0,1,1,1,3
59,2,2,4,0,3,2,1,7
133,1,7,5,2,7,2,4,7
8346,20,9,4,5,51,33,23,7
1263,5,5,3,6,19,10,1,4
2947,16,6,5,4,41,22,2,6
3545,11,10,21,3,39,42,9,6
1059,6,7,4,4,14,18,15,9
5983,18,7,7,0,49,41,2,5
3392,11,6,4,4,34,23,1,1
3479,14,6,10,3,24,17,2,4
8358,23,10,21,2,55,48,23,6
9803,19,11,7,3,59,50,27,8
2516,7,7,3,1,28,43,2,4
429,4,6,3,0,12,7,1,4
907,8,7,6,2,19,13,1,5
789,3,4,3,5,12,7,5,8
2849,15,6,7,5,34,16,7,9
3332,22,10,23,3,52,50,5,6
185,4,12,15,0,16,15,6,8
27,3,5,4,1,17,4,1,8
6473,20,12,16,3,52,39,2,7
1131,11,9,16,7,21,28,1,2
1117,11,7,6,5,24,23,3,2
610,5,11,9,3,11,17,6,6
1599,4,8,10,0,26,38,5,2
744,9,9,8,6,36,38,3,6
8070,17,4,3,1,44,27,2,6
13522,29,11,16,6,68,52,7,8
3,1,7,7,1,5,3,9,9
14,2,3,0,1,7,1,1,2
160,1,6,7,5,8,12,1,6
2000,16,9,9,1,46,33,1,4
7016,15,7,13,1,37,38,5,8
1,0,2,2,0,2,1,1,4
24,2,4,0,2,4,1,2,4
1477,5,4,8,5,13,19,2,5
6546,20,8,12,2,56,37,22,8
5087,10,7,9,1,38,39,5,8
1479,5,10,10,3,33,29,13,9
631,2,7,6,3,14,12,6,4
1961,8,9,9,3,33,32,5,6
389,4,9,4,6,17,12,5,8
0,0,5,1,1,1,1,1,7
208,1,4,5,5,8,9,2,7
927,2,7,4,10,13,17,2,8
249,3,5,3,5,11,12,1,2
1481,5,7,10,1,21,28,1,4
119,6,9,3,2,24,5,10,5
4314,8,11,11,3,33,30,25,6
1405,5,12,7,1,28,27,3,10
5314,14,11,18,0,46,37,16,3
21,0,7,1,0,3,2,1,10
8,0,5,0,0,1,1,1,4
0,0,2,0,1,3,0,1,3
3,0,3,1,8,1,0,8,4
15000,30,11,16,7,68,59,1,4
3808,13,9,9,1,42,41,13,4
3428,20,13,17,7,40,39,2,7
104,1,9,11,0,6,4,2,2
75,3,7,11,8,15,16,10,3
0,0,9,7,8,7,0,4,7
500,3,4,4,0,11,3,1,9
39,0,1,0,1,1,1,2,4
6,0,7,7,4,2,8,8,6
5346,15,10,12,2,45,52,7,7
10193,21,11,13,8,52,54,15,8
2512,12,13,13,2,43,29,14,4
380,3,5,1,6,13,8,4,1
2048,14,10,12,3,31,24,3,6
333,2,8,16,5,11,20,8,4
3723,5,9,13,7,28,26,8,7
1592,6,6,4,7,16,13,4,6
6437,20,14,16,7,56,44,9,9
5628,3,3,13,6,23,39,1,2
2930,11,6,2,3,36,26,1,9
69,1,4,3,2,7,2,3,6
436,2,7,10,5,6,10,2,6
1638,6,10,7,5,12,15,2,4
124,4,9,5,2,21,4,6,7
1204,7,9,21,2,26,36,9,5
2232,9,8,15,5,31,33,1,9
1364,10,4,1,4,26,8,3,5
1077,5,4,2,2,15,13,1,3
9390,17,8,9,0,49,43,14,5
9,2,7,3,6,7,1,3,6
5069,18,8,9,1,50,28,25,7
18,0,3,2,4,3,0,1,8
660,1,5,4,0,6,17,1,1
69,3,5,5,0,13,4,1,6
518,3,7,5,1,11,9,1,7
5630,14,11,9,4,53,39,10,6
3585,13,7,6,2,43,16,18,7
1110,6,5,7,1,17,18,3,2
506,6,11,16,3,27,19,10,8
193,4,8,10,3,14,16,2,6
2563,7,6,6,3,13,11,1,7
305,8,7,6,2,26,15,3,1
206,4,10,5,1,11,7,11,4
5744,20,12,11,5,54,29,4,8
2916,5,8,11,1,24,29,3,7
2296,13,6,11,0,31,30,2,7
28,1,7,3,0,5,5,3,3
2,0,4,2,1,2,1,1,3
913,6,7,11,0,19,15,3,4
713,5,8,10,0,21,3,14,7
356,3,8,12,5,16,14,2,6
2293,5,6,4,6,20,13,10,6
108,1,8,8,0,10,11,2,3
1067,7,5,9,0,25,18,1,4
2364,13,10,8,3,34,30,4,2
0,0,4,0,6,0,0,1,8
12191,29,12,12,2,68,56,19,4
1226,7,8,9,5,25,35,1,1
3,0,2,1,5,1,0,1,8
8562,22,6,11,7,59,42,8,3
19,0,2,1,1,5,1,6,8
1200,8,7,4,0,25,15,5,3
111,1,6,10,2,4,12,2,8
118,1,3,4,6,2,4,2,7
0,0,3,2,2,0,0,4,5
99,1,6,4,4,5,4,2,9
64,2,5,5,4,8,5,2,6
3386,19,13,14,2,50,47,5,9
3822,12,7,3,0,39,29,1,6
268,2,3,6,1,13,9,5,7
9490,22,11,9,0,65,56,4,4
3106,8,11,12,2,32,38,19,6
233,0,4,3,0,4,4,1,6
2193,12,9,8,0,34,41,7,5
1370,5,7,7,5,31,16,5,3
3081,19,13,19,3,47,26,10,3
10565,22,11,14,10,58,55,22,9
3399,13,8,12,0,31,33,2,5
20,1,6,3,1,6,5,1,7
1289,6,10,8,3,18,17,13,5
7376,18,12,8,4,54,48,14,6
200,3,9,9,5,17,24,3,5
1708,11,7,8,6,28,24,5,7
3066,11,7,11,0,30,41,1,6
1561,4,4,6,0,13,18,2,5
5942,17,6,6,2,48,21,10,3
8642,23,7,9,2,51,47,2,6
4970,12,10,11,0,36,42,16,5
4685,14,9,8,3,47,43,2,3
6319,21,8,13,6,54,45,3,8
7,1,7,7,0,3,1,1,8
5520,18,8,16,2,42,35,4,3
1435,4,8,11,2,13,21,4,4
9300,25,9,11,0,57,42,7,7
641,7,5,5,1,22,8,4,8
7904,19,7,7,1,57,31,1,2
714,4,6,5,0,19,15,4,5
1607,6,6,8,1,23,15,4,8
4001,18,8,24,6,41,35,3,6
9871,19,8,23,8,43,40,6,5
1,0,4,1,3,1,0,1,7
8337,21,11,21,5,47,57,4,6
184,4,9,10,1,11,12,2,7
2939,18,9,16,5,41,37,3,4
106,2,4,5,2,12,8,1,1
13,1,2,2,1,2,2,1,4
12381,25,13,10,2,61,49,13,6
9660,24,11,13,7,48,34,8,3
14570,30,15,30,3,67,59,30,6
3890,10,8,12,0,30,26,3,8
9673,26,12,25,2,65,38,8,2
3350,16,9,10,1,41,32,5,1
0,0,4,0,0,2,1,1,8
1487,11,9,7,8,47,23,6,6
831,4,7,4,0,12,12,7,6
2473,8,9,8,4,19,20,11,7
9083,17,10,13,3,50,52,3,5
7446,12,9,10,0,46,55,6,4
6942,13,8,6,3,27,40,8,9
2272,8,11,8,0,28,40,9,10
2,2,6,5,0,6,1,1,5
390,1,7,4,1,6,11,7,6
1532,6,9,6,3,22,17,4,4
8700,19,8,9,4,52,24,30,6
952,8,8,8,5,22,13,2,8
131,2,5,3,2,8,6,2,8
348,1,8,7,1,12,8,5,6
39,1,2,3,1,3,1,1,6
4098,18,7,15,3,28,19,6,4
1021,10,9,5,0,33,18,2,4
1808,9,9,9,0,32,27,9,7
505,1,8,4,5,6,6,3,4
1481,6,2,7,0,30,13,1,2
6301,22,13,9,3,40,34,20,5
4189,23,10,15,8,55,36,14,9
1557,8,10,12,5,22,28,1,4
67,2,4,3,1,8,7,1,7
1200,8,6,11,2,28,29,9,1
416,3,3,4,1,18,13,1,7
5641,26,11,7,6,59,43,17,9
5089,13,8,8,1,30,23,12,6
1559,5,8,8,8,15,22,7,6
1135,12,10,14,3,45,40,3,7
148,2,5,2,2,7,13,4,9
80,0,2,2,4,2,4,1,6
838,2,6,3,1,12,17,3,8
2328,9,6,6,1,27,16,2,6
19,2,3,2,0,5,4,3,3
8075,23,14,12,7,60,49,11,10
5,0,5,2,1,6,3,1,8
1844,9,8,13,5,17,28,1,9
237,5,8,3,6,15,16,2,6
6184,18,12,12,0,55,49,22,8
7965,22,13,14,2,50,48,24,3
34,2,11,13,5,6,9,7,7
1755,12,7,10,8,34,30,3,8
4036,19,10,3,6,42,40,5,9
13740,30,12,12,3,68,59,2,6
2685,16,5,4,1,33,10,3,2
4551,17,10,13,5,34,36,4,3
452,1,8,13,0,13,46,1,6
5470,21,11,15,3,49,37,5,9
9708,23,7,6,1,56,50,7,5
2,0,4,3,1,3,2,8,6
1660,8,4,9,4,21,19,8,7
2693,18,9,11,3,33,24,9,9
2894,10,4,7,0,29,25,2,4
7785,25,13,11,3,61,47,16,7
409,4,9,10,5,16,15,1,8
1781,8,8,6,0,30,26,2,8
3979,22,10,6,2,52,28,2,8
400,6,5,5,0,23,11,5,4
7826,18,11,13,3,53,48,1,7
4362,11,8,9,1,39,44,13,7
42,0,4,5,2,7,5,6,3
2163,11,5,2,6,25,8,1,1
61,1,4,1,1,6,2,8,3
14,0,2,4,2,4,3,1,8
7468,25,11,11,6,54,46,6,8
1073,9,4,9,5,30,10,9,6
194,11,11,7,0,25,9,2,4
188,7,5,7,0,12,6,1,9
5690,14,10,7,0,44,30,11,9
1502,6,7,8,2,33,20,4,6
48,0,3,1,0,9,2,1,1
3406,20,8,18,6,45,25,2,4
2739,11,8,6,0,33,12,15,8
3659,9,11,4,6,24,28,1,8
819,4,6,15,2,16,17,1,8
11,3,6,4,0,14,2,5,4
2984,12,11,5,0,28,42,4,6
0,0,1,1,4,1,0,1,4
2301,13,9,18,3,22,29,3,8
254,2,3,3,1,5,2,1,9
1,0,4,2,5,4,1,1,10
5272,11,12,10,8,46,41,30,6
267,2,7,4,2,13,11,3,8
0,0,2,0,1,0,0,2,5
3,0,5,3,0,5,9,1,5
6066,9,10,13,3,29,33,8,8
29,0,2,0,1,4,1,2,8
2474,12,5,9,0,33,25,2,4
260,4,2,0,0,24,5,1,4
141,2,6,8,3,5,2,3,4
765,4,5,4,6,14,4,10,7
30,1,8,12,7,7,15,1,9
72,1,8,2,0,17,13,3,6
32,1,4,2,3,3,0,2,3
2577,10,7,13,0,28,14,1,6
